"timestamp","w","i_b_value"
2022-10-01 04:02:53.007,31.0,103.23046875
2022-10-01 04:03:53.010,32.0,102.9228515625
2022-10-01 04:04:53.010,32.0,100.69775390625
2022-10-01 04:05:53.007,31.0,105.4013671875
2022-10-01 04:06:53.010,31.0,103.7373046875
2022-10-01 04:07:53.007,31.0,103.70068359375
2022-10-01 04:08:53.007,31.0,104.62353515625
2022-10-01 04:09:53.010,31.0,103.39306640625
2022-10-01 04:10:53.010,32.0,102.01904296875
2022-10-01 04:11:53.010,31.0,100.751953125
2022-10-01 04:12:53.010,31.0,104.20751953125
2022-10-01 04:13:53.007,31.0,103.1396484375
2022-10-01 04:14:53.010,31.0,104.3525390625
2022-10-01 04:15:53.010,32.0,102.9404296875
2022-10-01 04:16:53.010,32.0,102.3251953125
2022-10-01 04:17:53.003,32.0,100.60693359375
2022-10-01 04:18:53.010,32.0,100.76953125
2022-10-01 04:19:53.010,31.0,101.33056640625
2022-10-01 04:20:53.010,32.0,99.37646484375
2022-10-01 04:21:53.007,32.0,99.4482421875
2022-10-01 04:22:53.010,32.0,101.65576171875
2022-10-01 04:23:53.010,32.0,101.72900390625
2022-10-01 04:24:53.007,32.0,100.17333984375
2022-10-01 04:25:53.010,33.0,98.7978515625
2022-10-01 04:26:53.010,33.0,96.28271484375
2022-10-01 04:27:53.013,30.0,112.09716796875
2022-10-01 04:28:53.010,31.0,109.12939453125
2022-10-01 04:29:53.010,32.0,106.8134765625
2022-10-01 04:30:53.010,31.0,111.9697265625
2022-10-01 04:31:53.010,31.0,108.333984375
2022-10-01 04:32:53.010,31.0,111.3369140625
2022-10-01 04:33:53.010,29.0,118.03271484375
2022-10-01 04:34:53.010,30.0,113.12841796875
2022-10-01 04:35:53.010,31.0,112.025390625
2022-10-01 04:36:53.010,31.0,110.9208984375
2022-10-01 04:37:53.010,31.0,108.75
2022-10-01 04:38:53.010,32.0,106.74169921875
2022-10-01 04:39:53.010,32.0,102.85107421875
2022-10-01 04:40:53.010,32.0,102.6328125
2022-10-01 04:41:53.010,32.0,102.615234375
2022-10-01 04:42:53.010,32.0,104.044921875
2022-10-01 04:43:53.010,32.0,103.845703125
2022-10-01 04:44:53.010,32.0,103.05029296875
2022-10-01 04:45:53.010,33.0,100.751953125
2022-10-01 04:46:53.010,33.0,91.342529296875
2022-10-01 04:47:53.010,21.0,69.3753662109375
2022-10-01 04:48:53.007,15.0,59.2965087890625
2022-10-01 04:49:53.010,29.0,97.67578125
2022-10-01 04:50:53.010,39.0,115.48095703125
2022-10-01 04:51:53.013,42.0,125.12548828125
2022-10-01 04:52:53.010,32.0,111.98876953125
2022-10-01 04:53:53.010,32.0,115.28173828125
2022-10-01 04:54:53.010,32.0,115.2099609375
2022-10-01 04:55:53.010,33.0,118.5205078125
2022-10-01 04:56:53.007,32.0,115.15576171875
2022-10-01 04:57:53.010,33.0,115.8427734375
2022-10-01 04:58:53.010,33.0,114.3046875
2022-10-01 04:59:53.007,33.0,113.5078125
2022-10-01 05:00:53.010,32.0,113.76123046875
2022-10-01 05:01:53.010,33.0,113.96044921875
2022-10-01 05:02:53.003,33.0,114.6123046875
2022-10-01 05:03:53.010,13.0,58.6995849609375
2022-10-01 05:04:53.010,13.0,58.825927734375
2022-10-01 05:05:53.010,13.0,57.8851318359375
2022-10-01 05:06:53.007,13.0,58.355712890625
2022-10-01 05:07:53.010,13.0,58.4278564453125
2022-10-01 05:08:53.007,19.0,70.13525390625
2022-10-01 05:09:53.007,24.0,81.1190185546875
2022-10-01 05:10:53.010,31.0,90.727294921875
2022-10-01 05:11:53.007,30.0,92.373779296875
2022-10-01 05:12:53.010,30.0,91.758544921875
2022-10-01 05:13:53.010,30.0,92.4825439453125
2022-10-01 05:14:53.007,30.0,91.812744140625
2022-10-01 05:15:53.007,30.0,91.99365234375
2022-10-01 05:16:53.010,29.0,91.5234375
2022-10-01 05:17:53.010,30.0,90.908203125
2022-10-01 05:18:53.010,30.0,92.4825439453125
2022-10-01 05:19:53.010,31.0,92.2833251953125
2022-10-01 05:20:53.010,31.0,91.5234375
2022-10-01 05:21:53.007,31.0,92.7176513671875
2022-10-01 05:22:53.007,31.0,90.3292236328125
2022-10-01 05:23:53.010,31.0,89.6414794921875
2022-10-01 05:24:53.010,32.0,89.3880615234375
2022-10-01 05:25:53.007,32.0,88.08544921875
2022-10-01 05:26:53.010,32.0,89.2071533203125
2022-10-01 05:27:53.007,32.0,91.450927734375
2022-10-01 05:28:53.010,32.0,91.5955810546875
2022-10-01 05:29:53.010,31.0,88.80908203125
2022-10-01 05:30:53.010,32.0,90.220458984375
2022-10-01 05:31:53.007,32.0,90.473876953125
2022-10-01 05:32:53.010,31.0,90.3292236328125
2022-10-01 05:33:53.007,31.0,92.880615234375
2022-10-01 05:34:53.007,32.0,90.6185302734375
2022-10-01 05:35:53.010,31.0,90.528076171875
2022-10-01 05:36:53.010,32.0,88.6644287109375
2022-10-01 05:37:53.010,31.0,92.5546875
2022-10-01 05:38:53.007,31.0,93.8939208984375
2022-10-01 05:39:53.010,31.0,92.7718505859375
2022-10-01 05:40:53.010,29.0,86.54736328125
2022-10-01 05:41:53.007,32.0,86.9271240234375
2022-10-01 05:42:53.010,32.0,86.8729248046875
2022-10-01 05:43:53.010,32.0,87.27099609375
2022-10-01 05:44:53.010,33.0,90.6368408203125
2022-10-01 05:45:53.010,33.0,88.682373046875
2022-10-01 05:46:53.010,34.0,89.62353515625
2022-10-01 05:47:53.010,34.0,88.7369384765625
2022-10-01 05:48:53.010,34.0,90.057861328125
2022-10-01 05:49:53.010,33.0,89.858642578125
2022-10-01 05:50:53.010,33.0,89.804443359375
2022-10-01 05:51:53.010,34.0,93.4775390625
2022-10-01 05:52:53.010,34.0,94.3824462890625
2022-10-01 05:53:53.010,33.0,92.3917236328125
2022-10-01 05:54:53.010,34.0,91.9757080078125
2022-10-01 05:55:53.007,35.0,94.635498046875
2022-10-01 05:56:53.010,35.0,96.20947265625
2022-10-01 05:57:53.010,35.0,95.88427734375
2022-10-01 05:58:53.007,35.0,94.635498046875
2022-10-01 05:59:53.007,35.0,94.7984619140625
2022-10-01 06:00:53.010,35.0,96.84375
2022-10-01 06:01:53.007,35.0,96.31787109375
2022-10-01 06:02:53.010,35.0,96.5361328125
2022-10-01 06:03:53.007,35.0,99.55810546875
2022-10-01 06:04:53.007,36.0,99.28564453125
2022-10-01 06:05:53.007,35.0,99.26806640625
2022-10-01 06:06:53.010,35.0,94.8709716796875
2022-10-01 06:07:53.003,35.0,94.219482421875
2022-10-01 06:08:53.010,35.0,94.5091552734375
2022-10-01 06:09:53.010,35.0,94.2015380859375
2022-10-01 06:10:53.007,35.0,92.5546875
2022-10-01 06:11:53.010,35.0,92.6993408203125
2022-10-01 06:12:53.010,36.0,94.2557373046875
2022-10-01 06:13:53.010,36.0,93.604248046875
2022-10-01 06:14:53.003,36.0,96.5712890625
2022-10-01 06:15:53.010,36.0,96.78955078125
2022-10-01 06:16:53.010,36.0,95.7755126953125
2022-10-01 06:17:53.010,36.0,97.51318359375
2022-10-01 06:18:53.010,36.0,98.34521484375
2022-10-01 06:19:53.010,36.0,98.57958984375
2022-10-01 06:20:53.010,35.0,97.92919921875
2022-10-01 06:21:53.010,36.0,98.65283203125
2022-10-01 06:22:53.010,36.0,96.69873046875
2022-10-01 06:23:53.010,36.0,93.712646484375
2022-10-01 06:24:53.010,36.0,96.1376953125
2022-10-01 06:25:53.010,36.0,95.8480224609375
2022-10-01 06:26:53.010,36.0,97.22314453125
2022-10-01 06:27:53.010,35.0,97.92919921875
2022-10-01 06:28:53.007,36.0,98.091796875
2022-10-01 06:29:53.010,36.0,101.22216796875
2022-10-01 06:30:53.010,36.0,98.9970703125
2022-10-01 06:31:53.010,36.0,98.3994140625
2022-10-01 06:32:53.010,36.0,101.63818359375
2022-10-01 06:33:53.007,27.0,83.9234619140625
2022-10-01 06:34:53.003,19.0,71.0943603515625
2022-10-01 06:35:53.010,18.0,68.2716064453125
2022-10-01 06:36:53.007,18.0,66.5343017578125
2022-10-01 06:37:53.007,22.0,75.6361083984375
2022-10-01 06:38:53.010,33.0,92.6634521484375
2022-10-01 06:39:53.010,37.0,99.28564453125
2022-10-01 06:40:53.010,36.0,100.8779296875
2022-10-01 06:41:53.003,36.0,100.49853515625
2022-10-01 06:42:53.010,35.0,101.92822265625
2022-10-01 06:43:53.010,35.0,101.02294921875
2022-10-01 06:44:53.010,37.0,99.59326171875
2022-10-01 06:45:53.007,37.0,99.521484375
2022-10-01 06:46:53.007,36.0,100.154296875
2022-10-01 06:47:53.007,37.0,97.00634765625
2022-10-01 06:48:53.010,35.0,102.3076171875
2022-10-01 06:49:53.003,37.0,97.060546875
2022-10-01 06:50:53.010,36.0,99.521484375
2022-10-01 06:51:53.007,36.0,101.43896484375
2022-10-01 06:52:53.013,35.0,102.216796875
2022-10-01 06:53:53.010,35.0,105.42041015625
2022-10-01 06:54:53.007,36.0,102.83203125
2022-10-01 06:55:53.007,36.0,104.0625
2022-10-01 06:56:53.010,36.0,102.0
2022-10-01 06:57:53.010,36.0,101.34814453125
2022-10-01 06:58:53.010,36.0,104.18994140625
2022-10-01 06:59:53.010,36.0,103.68310546875
2022-10-01 07:00:53.007,35.0,104.9501953125
2022-10-01 07:01:53.010,35.0,106.1982421875
2022-10-01 07:02:53.007,34.0,107.3203125
2022-10-01 07:03:53.007,34.0,108.22412109375
2022-10-01 07:04:53.010,34.0,106.5234375
2022-10-01 07:05:53.010,34.0,107.97216796875
2022-10-01 07:06:53.007,34.0,110.55908203125
2022-10-01 07:07:53.010,34.0,110.68505859375
2022-10-01 07:08:53.010,34.0,110.43310546875
2022-10-01 07:09:53.007,34.0,107.39208984375
2022-10-01 07:10:53.010,35.0,103.77392578125
2022-10-01 07:11:53.010,35.0,103.05029296875
2022-10-01 07:12:53.007,35.0,103.05029296875
2022-10-01 07:13:53.010,35.0,102.7236328125
2022-10-01 07:14:53.007,35.0,102.5244140625
2022-10-01 07:15:53.010,34.0,111.28271484375
2022-10-01 07:16:53.010,35.0,101.11376953125
2022-10-01 07:17:53.010,35.0,101.96337890625
2022-10-01 07:18:53.010,35.0,104.69677734375
2022-10-01 07:19:53.010,35.0,104.5517578125
2022-10-01 07:20:53.010,36.0,104.0625
2022-10-01 07:21:53.007,35.0,109.03857421875
2022-10-01 07:22:53.007,35.0,107.50048828125
2022-10-01 07:23:53.007,35.0,107.2470703125
2022-10-01 07:24:53.010,35.0,105.72802734375
2022-10-01 07:25:53.010,35.0,107.537109375
2022-10-01 07:26:53.010,35.0,108.22412109375
2022-10-01 07:27:53.010,35.0,108.966796875
2022-10-01 07:28:53.010,35.0,109.3828125
2022-10-01 07:29:53.010,35.0,109.564453125
2022-10-01 07:30:53.010,35.0,109.798828125
2022-10-01 07:31:53.010,35.0,111.24609375
2022-10-01 07:32:53.010,35.0,110.35986328125
2022-10-01 07:33:53.007,35.0,107.3203125
2022-10-01 07:34:53.010,35.0,108.53173828125
2022-10-01 07:35:53.007,35.0,110.396484375
2022-10-01 07:36:53.010,35.0,112.060546875
2022-10-01 07:37:53.010,34.0,112.53076171875
2022-10-01 07:38:53.010,34.0,112.7666015625
2022-10-01 07:39:53.010,34.0,112.2421875
2022-10-01 07:40:53.010,35.0,110.3232421875
2022-10-01 07:41:53.010,35.0,109.11181640625
2022-10-01 07:42:53.013,34.0,109.22021484375
2022-10-01 07:43:53.010,34.0,109.76220703125
2022-10-01 07:44:53.007,34.0,110.55908203125
2022-10-01 07:45:53.007,35.0,105.1669921875
2022-10-01 07:46:53.010,36.0,97.294921875
2022-10-01 07:47:53.010,36.0,96.3369140625
2022-10-01 07:48:53.010,35.0,103.23046875
2022-10-01 07:49:53.010,34.0,103.50146484375
2022-10-01 07:50:53.003,35.0,101.4755859375
2022-10-01 07:51:53.003,31.0,118.4296875
2022-10-01 07:52:53.010,29.0,126.193359375
2022-10-01 07:53:53.010,30.0,122.06689453125
2022-10-01 07:54:53.010,31.0,119.642578125
2022-10-01 07:55:53.007,32.0,117.03662109375
2022-10-01 07:56:53.013,32.0,115.80615234375
2022-10-01 07:57:53.010,32.0,114.703125
2022-10-01 07:58:53.013,31.0,123.71337890625
2022-10-01 07:59:53.010,31.0,120.45703125
2022-10-01 08:00:53.013,32.0,118.75634765625
2022-10-01 08:01:53.010,32.0,118.59375
2022-10-01 08:02:53.003,32.0,118.86474609375
2022-10-01 08:03:53.010,32.0,116.2763671875
2022-10-01 08:04:53.007,32.0,115.751953125
2022-10-01 08:05:53.007,29.0,103.68310546875
2022-10-01 08:06:53.010,22.0,89.42431640625
2022-10-01 08:07:53.010,24.0,92.572998046875
2022-10-01 08:08:53.010,31.0,107.0302734375
2022-10-01 08:09:53.010,31.0,109.22021484375
2022-10-01 08:10:53.010,34.0,113.47265625
2022-10-01 08:11:53.007,33.0,116.51220703125
2022-10-01 08:12:53.010,34.0,113.83447265625
2022-10-01 08:13:53.007,33.0,114.521484375
2022-10-01 08:14:53.010,34.0,111.7529296875
2022-10-01 08:15:53.010,34.0,110.99267578125
2022-10-01 08:16:53.010,34.0,109.52783203125
2022-10-01 08:17:53.010,34.0,109.4736328125
2022-10-01 08:18:53.010,34.0,107.6455078125
2022-10-01 08:19:53.010,34.0,106.72265625
2022-10-01 08:20:53.007,34.0,105.7998046875
2022-10-01 08:21:53.007,35.0,105.13037109375
2022-10-01 08:22:53.007,34.0,105.65478515625
2022-10-01 08:23:53.013,35.0,104.876953125
2022-10-01 08:24:53.010,34.0,103.37548828125
2022-10-01 08:25:53.010,35.0,96.69873046875
2022-10-01 08:26:53.010,34.0,97.27734375
2022-10-01 08:27:53.010,33.0,100.951171875
2022-10-01 08:28:53.010,32.0,107.30126953125
2022-10-01 08:29:53.013,34.0,111.69873046875
2022-10-01 08:30:53.010,34.0,109.74462890625
2022-10-01 08:31:53.010,34.0,108.73095703125
2022-10-01 08:32:53.010,34.0,108.40576171875
2022-10-01 08:33:53.010,34.0,103.89990234375
2022-10-01 08:34:53.007,34.0,107.04931640625
2022-10-01 08:35:53.010,34.0,104.66015625
2022-10-01 08:36:53.003,34.0,105.52880859375
2022-10-01 08:37:53.010,26.0,91.4329833984375
2022-10-01 08:38:53.010,19.0,77.6627197265625
2022-10-01 08:39:53.007,10.0,56.07568359375
2022-10-01 08:40:53.010,28.0,111.15673828125
2022-10-01 08:41:53.007,32.0,99.46728515625
2022-10-01 08:42:53.007,37.0,113.3642578125
2022-10-01 08:43:53.010,36.0,116.07861328125
2022-10-01 08:44:53.010,37.0,120.3662109375
2022-10-01 08:45:53.010,36.0,120.00439453125
2022-10-01 08:46:53.010,35.0,117.12744140625
2022-10-01 08:47:53.010,38.0,121.01806640625
2022-10-01 08:48:53.010,43.0,125.97509765625
2022-10-01 08:49:53.010,45.0,128.43603515625
2022-10-01 08:50:53.007,44.0,129.55810546875
2022-10-01 08:51:53.007,44.0,132.21826171875
2022-10-01 08:52:53.010,44.0,129.46875
2022-10-01 08:53:53.007,42.0,126.5009765625
2022-10-01 08:54:53.010,44.0,117.85107421875
2022-10-01 08:55:53.007,44.0,127.56884765625
2022-10-01 08:56:53.010,44.0,131.16943359375
2022-10-01 08:57:53.010,45.0,133.01513671875
2022-10-01 08:58:53.010,44.0,131.115234375
2022-10-01 08:59:53.010,44.0,131.150390625
2022-10-01 09:00:53.013,45.0,134.98681640625
2022-10-01 09:01:53.007,45.0,133.46630859375
2022-10-01 09:02:53.010,45.0,135.5478515625
2022-10-01 09:03:53.010,47.0,139.69189453125
2022-10-01 09:04:53.010,50.0,139.0224609375
2022-10-01 09:05:53.007,41.0,127.07958984375
2022-10-01 09:06:53.007,44.0,129.3046875
2022-10-01 09:07:53.010,46.0,133.4853515625
2022-10-01 09:08:53.010,44.0,129.3046875
2022-10-01 09:09:53.007,43.0,129.087890625
2022-10-01 09:10:53.003,45.0,130.86181640625
2022-10-01 09:11:53.010,43.0,124.80029296875
2022-10-01 09:12:53.010,43.0,122.48291015625
2022-10-01 09:13:53.010,44.0,125.0712890625
2022-10-01 09:14:53.007,43.0,122.48291015625
2022-10-01 09:15:53.010,43.0,122.5927734375
2022-10-01 09:16:53.013,43.0,121.85009765625
2022-10-01 09:17:53.010,43.0,129.26953125
2022-10-01 09:18:53.010,44.0,130.1923828125
2022-10-01 09:19:53.010,43.0,121.9951171875
2022-10-01 09:20:53.007,47.0,128.87109375
2022-10-01 09:21:53.010,46.0,131.69384765625
2022-10-01 09:22:53.010,47.0,134.806640625
2022-10-01 09:23:53.007,48.0,137.1767578125
2022-10-01 09:24:53.007,47.0,137.501953125
2022-10-01 09:25:53.010,46.0,135.98291015625
2022-10-01 09:26:53.010,47.0,138.6064453125
2022-10-01 09:27:53.010,45.0,137.84619140625
2022-10-01 09:28:53.003,46.0,137.03173828125
2022-10-01 09:29:53.010,46.0,133.84716796875
2022-10-01 09:30:53.010,44.0,130.119140625
2022-10-01 09:31:53.013,48.0,125.595703125
2022-10-01 09:32:53.003,46.0,117.43505859375
2022-10-01 09:33:53.013,48.0,121.48828125
2022-10-01 09:34:53.010,52.0,129.75732421875
2022-10-01 09:35:53.010,50.0,132.76171875
2022-10-01 09:36:53.007,49.0,136.30810546875
2022-10-01 09:37:53.010,47.0,127.18798828125
2022-10-01 09:38:53.010,50.0,130.517578125
2022-10-01 09:39:53.010,47.0,114.25048828125
2022-10-01 09:40:53.010,47.0,119.46240234375
2022-10-01 09:41:53.010,44.0,103.39306640625
2022-10-01 09:42:53.010,54.0,115.6259765625
2022-10-01 09:43:53.010,49.0,112.640625
2022-10-01 09:44:53.010,51.0,125.32470703125
2022-10-01 09:45:53.010,49.0,126.9169921875
2022-10-01 09:46:53.010,48.0,129.685546875
2022-10-01 09:47:53.010,48.0,136.29052734375
2022-10-01 09:48:53.010,48.0,135.89208984375
2022-10-01 09:49:53.010,48.0,131.6396484375
2022-10-01 09:50:53.010,52.0,144.64892578125
2022-10-01 09:51:53.007,46.0,131.765625
2022-10-01 09:52:53.007,48.0,138.89501953125
2022-10-01 09:53:53.010,44.0,130.46337890625
2022-10-01 09:54:53.010,48.0,138.0263671875
2022-10-01 09:55:53.007,48.0,136.6875
2022-10-01 09:56:53.010,50.0,141.77197265625
2022-10-01 09:57:53.010,48.0,141.17578125
2022-10-01 09:58:53.010,47.0,136.88671875
2022-10-01 09:59:53.010,47.0,137.15771484375
2022-10-01 10:00:53.010,47.0,133.93798828125
2022-10-01 10:01:53.013,47.0,144.61376953125
2022-10-01 10:02:53.010,43.0,142.78564453125
2022-10-01 10:03:53.013,40.0,135.00439453125
2022-10-01 10:04:53.010,43.0,139.546875
2022-10-01 10:05:53.003,42.0,143.220703125
2022-10-01 10:06:53.010,41.0,145.4091796875
2022-10-01 10:07:53.007,40.0,144.54052734375
2022-10-01 10:08:53.013,38.0,141.03076171875
2022-10-01 10:09:53.010,37.0,138.27978515625
2022-10-01 10:10:53.007,38.0,138.98583984375
2022-10-01 10:11:53.007,39.0,141.1025390625
2022-10-01 10:12:53.010,35.0,132.94189453125
2022-10-01 10:13:53.010,36.0,135.61962890625
2022-10-01 10:14:53.007,35.0,131.36865234375
2022-10-01 10:15:53.007,29.0,118.48388671875
2022-10-01 10:16:53.010,33.0,132.1640625
2022-10-01 10:17:53.010,38.0,138.6240234375
2022-10-01 10:18:53.003,38.0,138.8408203125
2022-10-01 10:19:53.007,36.0,133.64794921875
2022-10-01 10:20:53.010,37.0,136.85009765625
2022-10-01 10:21:53.010,36.0,135.2578125
2022-10-01 10:22:53.010,36.0,133.55712890625
2022-10-01 10:23:53.007,34.0,126.5009765625
2022-10-01 10:24:53.013,32.0,128.7978515625
2022-10-01 10:25:53.003,34.0,131.4404296875
2022-10-01 10:26:53.013,34.0,129.703125
2022-10-01 10:27:53.007,36.0,135.9638671875
2022-10-01 10:28:53.007,36.0,135.81884765625
2022-10-01 10:29:53.003,36.0,138.2080078125
2022-10-01 10:30:53.013,35.0,136.0546875
2022-10-01 10:31:53.007,35.0,134.38916015625
2022-10-01 10:32:53.010,36.0,139.6552734375
2022-10-01 10:33:53.010,27.0,122.35693359375
2022-10-01 10:34:53.010,30.0,129.84814453125
2022-10-01 10:35:53.007,32.0,133.412109375
2022-10-01 10:36:53.010,34.0,137.01416015625
2022-10-01 10:37:53.010,33.0,132.43505859375
2022-10-01 10:38:53.010,33.0,135.09521484375
2022-10-01 10:39:53.007,33.0,131.56640625
2022-10-01 10:40:53.010,34.0,138.0263671875
2022-10-01 10:41:53.007,34.0,139.90869140625
2022-10-01 10:42:53.010,34.0,139.89111328125
2022-10-01 10:43:53.010,31.0,135.40283203125
2022-10-01 10:44:53.010,31.0,133.75634765625
2022-10-01 10:45:53.010,31.0,134.4990234375
2022-10-01 10:46:53.007,31.0,134.96923828125
2022-10-01 10:47:53.013,35.0,144.19775390625
2022-10-01 10:48:53.010,32.0,134.87841796875
2022-10-01 10:49:53.010,32.0,135.29443359375
2022-10-01 10:50:53.010,31.0,132.5625
2022-10-01 10:51:53.003,32.0,133.86474609375
2022-10-01 10:52:53.007,32.0,136.19970703125
2022-10-01 10:53:53.013,35.0,143.70849609375
2022-10-01 10:54:53.010,34.0,141.77197265625
2022-10-01 10:55:53.010,32.0,135.20361328125
2022-10-01 10:56:53.010,31.0,133.4853515625
2022-10-01 10:57:53.010,33.0,135.89208984375
2022-10-01 10:58:53.003,35.0,142.85888671875
2022-10-01 10:59:53.010,33.0,138.8232421875
2022-10-01 11:00:53.010,34.0,140.6865234375
2022-10-01 11:01:53.010,31.0,133.9189453125
2022-10-01 11:02:53.010,34.0,140.23388671875
2022-10-01 11:03:53.007,33.0,138.6240234375
2022-10-01 11:04:53.010,32.0,137.1943359375
2022-10-01 11:05:53.010,34.0,140.9765625
2022-10-01 11:06:53.003,31.0,135.69287109375
2022-10-01 11:07:53.010,32.0,136.63330078125
2022-10-01 11:08:53.013,33.0,138.47900390625
2022-10-01 11:09:53.010,32.0,138.26220703125
2022-10-01 11:10:53.013,32.0,137.5927734375
2022-10-01 11:11:53.007,31.0,135.80126953125
2022-10-01 11:12:53.010,33.0,134.82421875
2022-10-01 11:13:53.010,32.0,132.1640625
2022-10-01 11:14:53.010,32.0,128.74365234375
2022-10-01 11:15:53.007,35.0,128.3466796875
2022-10-01 11:16:53.007,35.0,112.69482421875
2022-10-01 11:17:53.010,40.0,109.4736328125
2022-10-01 11:18:53.010,43.0,117.21826171875
2022-10-01 11:19:53.010,46.0,117.34423828125
2022-10-01 11:20:53.007,47.0,114.73828125
2022-10-01 11:21:53.010,51.0,128.671875
2022-10-01 11:22:53.010,45.0,127.26123046875
2022-10-01 11:23:53.007,48.0,148.93798828125
2022-10-01 11:24:53.007,42.0,143.3291015625
2022-10-01 11:25:53.010,39.0,140.6689453125
2022-10-01 11:26:53.010,34.0,146.09765625
2022-10-01 11:27:53.007,32.0,145.8076171875
2022-10-01 11:28:53.007,30.0,140.83154296875
2022-10-01 11:29:53.010,30.0,137.68359375
2022-10-01 11:30:53.010,31.0,141.53759765625
2022-10-01 11:31:53.010,31.0,148.34033203125
2022-10-01 11:32:53.010,31.0,144.052734375
2022-10-01 11:33:53.007,31.0,145.86181640625
2022-10-01 11:34:53.010,32.0,147.5625
2022-10-01 11:35:53.010,31.0,144.685546875
2022-10-01 11:36:53.010,30.0,143.58251953125
2022-10-01 11:37:53.007,30.0,142.17041015625
2022-10-01 11:38:53.003,31.0,144.32373046875
2022-10-01 11:39:53.007,30.0,141.41015625
2022-10-01 11:40:53.007,12.0,67.638427734375
2022-10-01 11:41:53.007,10.0,59.9300537109375
2022-10-01 11:42:53.013,10.0,59.694580078125
2022-10-01 11:43:53.003,11.0,65.285888671875
2022-10-01 11:44:53.007,11.0,64.6527099609375
2022-10-01 11:45:53.010,12.0,65.6839599609375
2022-10-01 11:46:53.013,35.0,117.03662109375
2022-10-01 11:47:53.010,45.0,125.83154296875
2022-10-01 11:48:53.013,42.0,129.46875
2022-10-01 11:49:53.003,44.0,124.6904296875
2022-10-01 11:50:53.010,46.0,130.4091796875
2022-10-01 11:51:53.010,48.0,132.345703125
2022-10-01 11:52:53.010,47.0,131.748046875
2022-10-01 11:53:53.010,47.0,132.61669921875
2022-10-01 11:54:53.010,46.0,134.1005859375
2022-10-01 11:55:53.007,47.0,140.6513671875
2022-10-01 11:56:53.007,45.0,134.96923828125
2022-10-01 11:57:53.010,44.0,136.52490234375
2022-10-01 11:58:53.010,44.0,131.8564453125
2022-10-01 11:59:53.010,49.0,138.26220703125
2022-10-01 12:00:53.007,47.0,137.86376953125
2022-10-01 12:01:53.010,45.0,118.212890625
2022-10-01 12:02:53.010,42.0,118.212890625
2022-10-01 12:03:53.007,47.0,134.4990234375
2022-10-01 12:04:53.007,45.0,118.77392578125
2022-10-01 12:05:53.010,46.0,126.95361328125
2022-10-01 12:06:53.010,43.0,113.32763671875
